1 422570
2 434734
3 434686
8 440521
9 441109
13 444370
14 451862
15 452058
16 454898
18 451747
20 449816
21 454118
24 454501
30 454479
31 457940
35 457969
36 457798
49 457660
54 457754
55 458391
56 458343
57 463842
58 463445
62 470490
65 472591
66 474907
68 474721
71 473472
75 476258
77 473697
79 475380
102 476138
148 476034
158 476474
165 477993
166 478853
175 482684
185 483727
250 484951
259 483964
261 482810
271 482748
295 484405
318 486200
328 486259
373 484715
408 485517
423 486763
441 488588
457 488146
469 487379
480 489491
520 486757
521 486171
600 485894
624 487817
629 489099
674 489018
682 491235
724 490969
726 492514
760 493223
847 493487
931 492743
968 492743
990 491897
997 491827
1038 491668
1092 491612
1114 492296
1158 492417
1221 491181
1230 491959
1236 490695
1277 491503
1295 491851
1372 489921
1395 489981
1440 490121
1452 491425
1467 491425
1475 492946
1527 495511
1532 493681
1557 489844
1564 490128
1601 489651
1614 487036
1615 486986
1641 485987
1648 490353
1711 490088
1719 491812
1835 491487
1841 493195
1843 491487
1890 491312
1956 491297
2008 492376
2050 491334
2071 493179
2104 494163
2194 494819
2394 490611
2410 492698
2430 493681
2455 497672
2462 497672
2593 497672
2735 496868
2851 495563
2853 496507
2867 494007
2868 492176
2917 492318
3008 492224
3057 491518
3079 492185
3102 491080
3108 490917
3109 491685
3186 490771
3218 491860
3237 496980
3266 496980
3306 497827
3316 496595
3557 495067
3562 495706
3580 494806
3597 493721
3664 493742
3668 495070
3684 497152
3730 497152
3779 495892
3805 494379
3817 494217
3855 493483
3864 491996
3882 490557
4013 489882
4035 490196
4054 490053
4124 491809
4148 491031
4169 491139
4198 491869
4202 493425
4233 494983
4299 495939
4473 496406
4592 498172
4895 496274
4928 495411
4936 495424
5077 495267
5263 495516
5286 495126
5302 495988
5337 495767
5357 494552
5362 495598
5404 495134
5473 495651
5485 494145
5487 493400
5527 492647
5553 492588
5588 491665
5626 491423
5633 490869
5656 493465
5657 496597
5788 496597
5857 496597
6169 496597
6239 496726
6436 497410
6448 497917
6592 498127
6755 498785
6896 498788
7040 498637
7061 498823
7144 499285
7166 499487
7317 499056
7323 499260
7385 500420
7537 500949
7958 501085
8492 501611
9050 502295
9716 502295
