1 440734
4 443066
5 455315
12 457592
13 457482
16 458718
17 459390
19 459481
21 459638
22 463312
25 462176
26 458419
27 458252
30 464339
39 466776
41 466233
43 469532
58 471053
60 472375
66 473515
75 475324
82 477978
85 477089
92 473231
98 474139
107 473992
135 478472
147 479684
159 481251
176 479854
181 479380
190 479950
193 482838
195 483210
212 484978
228 485486
232 484526
242 485237
247 485072
309 487027
315 487771
323 489113
327 488872
330 490167
367 490278
369 492704
392 492793
404 492170
470 492077
490 491462
506 490887
520 489086
522 489010
534 487832
579 488702
602 489167
627 490416
630 492125
642 490796
648 491036
695 491191
720 490739
816 489891
821 489183
877 487464
904 486666
958 488052
961 486386
962 486310
976 486399
983 486292
994 485489
1001 486009
1066 486217
1081 484138
1086 485032
1087 485595
1088 482254
1096 481422
1103 482489
1110 482509
1113 483463
1119 480528
1125 481040
1167 484110
1173 484177
1186 484075
1209 490689
1215 493298
1308 493337
1325 494092
1385 492710
1399 493139
1412 491257
1438 491692
1441 488791
1450 488504
1475 488621
1476 488055
1479 488291
1509 488343
1512 490134
1519 488892
1522 490443
1535 491917
1538 490846
1543 490566
1564 490726
1569 491992
1600 491298
1602 493436
1674 496276
1778 497305
1837 496316
1857 497535
1928 500062
1990 501320
2442 500770
2725 500821
3065 500656
3244 499387
3348 498315
3430 499256
3517 500391
3612 500371
3958 499122
4085 498714
4224 499367
4236 499245
4320 498556
4375 499107
4611 499156
4641 499196
4717 498974
4748 498865
4842 497695
4957 498213
5226 497631
5318 499697
5675 501489
5712 501489
5759 501489
5833 501489
5982 501868
6164 501886
6287 501406
6607 501406
6844 501406
6999 501406
7098 501416
7277 501452
7482 501452
7678 501659
7699 502097
8388 502495
8476 505262
9857 505262
