1 424000
3 438220
4 438441
5 436041
6 443788
11 444934
15 447702
16 447958
21 454143
25 454031
27 455403
28 456898
31 455989
34 459088
39 460288
40 465819
41 466737
50 466658
52 467554
53 468045
65 468646
71 467829
74 467237
87 468471
98 468912
102 469696
107 470334
121 473477
126 477584
131 477704
141 483907
190 478150
197 478238
199 477861
202 479401
206 484077
213 485831
224 488120
234 490000
261 493150
273 492092
443 488552
444 488161
465 488242
475 488843
538 488843
571 490487
573 492274
619 492120
671 492932
707 493824
721 499753
828 499753
909 500859
963 500967
970 500718
1137 500139
1241 501322
1301 499752
1406 498892
1456 498892
1665 499445
1666 498213
1780 499254
2017 496351
2064 497671
2395 495265
2400 493203
2405 493922
2406 493297
2418 495485
2458 495532
2480 499950
2489 499715
2627 497379
2672 497215
2760 497170
2852 496604
2920 494944
2933 494306
2951 498605
3068 498605
3208 498574
3225 502072
3252 502072
3314 501521
3317 503073
3327 503073
3381 503073
3444 503073
3629 500796
3687 500551
3891 501991
4172 501991
4649 502992
4792 501937
5596 501937
5683 501937
6491 501937
6540 501937
7010 501682
7081 502381
7316 502718
7849 504400
8311 505657
8866 505626
9026 505626
