1 431920
2 435087
6 441008
7 444783
8 446623
10 447722
13 447029
17 445699
18 446415
20 447573
21 452832
36 462220
37 466664
45 464224
46 459567
55 461955
57 466607
65 462504
68 463512
69 464947
72 466567
76 465574
79 470896
84 478309
99 477746
115 476382
123 475410
132 477187
137 476709
138 477772
143 479576
147 476998
151 476556
190 475893
203 475933
204 477119
206 477259
210 477815
215 477700
221 478810
222 484158
224 484491
232 487189
250 485403
294 484613
295 486121
298 490527
304 489696
368 489615
383 490801
420 490338
435 490338
441 488835
451 488558
463 488589
473 488931
494 489736
505 490774
509 490441
540 490574
570 492494
616 493136
663 493931
664 494107
684 494107
704 494168
771 494512
901 492679
1032 493214
1050 492076
1057 492635
1059 493035
1069 493217
1087 494476
1091 493391
1118 492383
1128 492428
1133 492436
1140 491338
1178 489503
1179 489204
1211 488742
1216 489688
1236 489688
1264 490603
1318 490079
1346 489761
1351 486247
1401 486664
1403 486167
1418 488520
1426 489629
1444 490304
1450 489331
1451 490986
1471 484626
1474 483932
1487 482983
1507 486997
1542 487765
1568 491934
1627 491336
1698 489304
1747 490506
1766 491874
1802 495129
1804 495129
1873 491663
1955 492022
1975 491496
1984 491186
1986 490941
1988 493808
2043 491992
2239 491992
2266 491714
2267 491576
2268 491576
2269 489958
2285 487469
2286 487885
2289 488645
2290 493388
2355 495069
2517 493747
2573 493308
2599 494037
2618 495219
2654 490122
2659 490801
2672 491636
2678 492045
2685 491183
2712 490021
2732 492077
2771 493704
2831 494719
2866 493481
2869 492829
2927 495370
2933 495932
3037 496167
3255 495424
3262 495275
3390 495960
3405 498465
3425 498738
3430 498738
3517 498738
3764 498060
3872 497488
3946 497488
4007 497975
4036 497800
4060 498628
4313 498628
4712 498628
4804 500273
5019 500017
5315 499167
5457 499391
5479 499391
6293 500951
6307 500080
6332 499825
6582 499205
6613 498760
6774 498624
6966 498549
6973 498652
7053 498477
7061 498536
7395 499786
7461 499330
7539 499080
7634 499080
8133 499139
8147 499139
8206 500878
8275 500878
8502 502061
8785 502113
8935 503121
9680 503365
9800 504353
9819 504353
9934 504416
