1 423648
2 432601
3 437247
4 444232
5 444291
6 459036
7 463513
8 465145
14 463708
23 466248
24 468573
28 468408
29 470121
35 473938
41 479243
48 479240
72 477839
77 477387
84 480391
100 480278
106 479766
112 478896
115 482028
117 483193
129 481950
132 487213
162 486856
221 487248
287 486390
291 489681
336 487296
361 486797
368 487737
371 485629
380 484073
391 483656
397 477860
399 477440
402 477665
411 484415
413 482121
422 482121
434 484049
448 485283
469 482238
472 480983
483 481465
502 480856
587 483175
593 484095
596 483907
640 485096
641 484705
653 487274
675 490336
678 492001
718 492957
858 493051
879 491580
890 491122
891 493377
900 491595
903 492587
937 495177
943 496967
982 496688
1050 495708
1059 494428
1105 493429
1118 493399
1124 495122
1139 494638
1201 494216
1202 493913
1210 492910
1276 493564
1291 493769
1316 494894
1524 493510
1535 493678
1568 494695
1609 495892
1808 494493
1816 491464
1826 490577
1827 488984
1851 487813
1874 487978
1881 488380
1883 490870
1905 488701
1912 490941
1918 490823
1929 492326
1986 493486
1993 492625
2013 490698
2062 489013
2080 487230
2102 490320
2111 490034
2172 491087
2251 490125
2254 491220
2291 491565
2304 491502
2311 493503
2324 494946
2334 495265
2388 494646
2442 495087
2465 493210
2473 492779
2578 491227
2591 491312
2613 492347
2619 492455
2630 491713
2644 491941
2645 491500
2687 491280
2705 493954
2769 494398
2815 494516
2859 493589
2861 494222
2865 494222
2913 493537
2916 492434
2925 490245
2927 490212
2965 489285
2999 489127
3012 490449
3033 489762
3085 493327
3103 493327
3164 491738
3171 491798
3179 491996
3201 492798
3236 492246
3248 495741
3377 493451
3378 494267
3387 493633
3391 494795
3397 494082
3493 492175
3612 490944
3646 490944
3676 489175
3689 489917
3719 489716
3755 493292
3760 494852
4310 494663
4351 496341
4407 494992
4766 495957
4784 495235
4814 495104
4831 493832
4854 493832
4929 493706
5084 493826
5113 493648
5137 494860
5160 495173
5207 494223
5472 494223
5730 493578
5781 494129
5818 494129
5849 494813
6003 496134
6110 496134
6151 497001
6163 497001
6192 496555
6215 497140
6309 497950
6353 498592
6537 499139
6621 500710
6890 500587
6999 500587
7028 501122
7097 501212
7286 501494
7674 502085
7748 502085
8029 502833
8760 502833
8821 503599
9228 503599
9551 503599
9788 503599
