1 432888
2 440910
3 440252
4 445868
10 448323
12 448096
14 450425
17 453026
18 457134
19 461896
20 461074
21 460572
22 457539
23 459257
24 459122
33 461595
40 463872
41 465035
45 465507
50 467068
63 471109
74 470857
83 472309
86 474041
96 475574
113 477872
118 476529
132 475755
134 476726
141 474458
143 474979
144 474763
163 476394
165 478936
179 479977
194 479940
195 481373
196 480164
200 480063
242 478297
264 478912
269 476881
294 477860
309 482837
310 482368
314 482024
334 482459
348 481229
366 485884
383 487965
399 489572
405 489778
431 491058
482 489087
485 489529
513 493295
607 492555
608 493504
647 495607
719 494970
722 495670
737 494036
774 495428
848 493653
871 495373
944 494744
1089 495280
1093 494375
1112 493609
1286 496751
1423 496154
1512 495884
1750 496092
1754 496671
1758 497754
1794 493989
1805 495957
1834 497983
1929 496307
1949 495124
2030 492781
2083 491237
2094 491681
2100 488091
2187 488642
2205 491546
2261 490248
2323 489794
2384 493813
2396 493611
2413 496951
2506 496050
2530 494917
2532 495501
2565 496336
2594 498449
2611 498449
2812 498010
2830 497083
3181 497987
3242 497850
3277 496297
3370 494470
3376 493504
3394 493504
3508 494500
3566 494390
3717 495575
3808 496315
3832 498493
3958 501431
4158 501431
4184 500566
4206 500566
4457 500546
4695 499933
4779 499954
4915 499720
4985 499544
4990 499176
5159 499735
5518 499735
5525 499663
5544 498835
5610 498219
5974 498219
6139 498000
6643 498034
6654 501178
6737 501071
7351 501071
7407 501388
7430 501388
7806 501842
8543 502313
9021 502313
9480 502587
9501 502587
9727 503313
