1 428183
4 441228
7 447278
9 451135
10 452427
12 461757
14 461241
19 460267
21 459980
23 459790
27 459614
34 457903
36 460821
40 461956
45 464572
49 466607
52 465200
56 471019
71 472572
76 473117
79 473626
83 473633
94 473971
100 471685
103 471768
108 473202
114 475422
117 475017
118 473119
126 473432
131 473335
132 472360
134 476941
144 477323
158 478131
159 478759
164 478311
173 480080
174 483849
181 484976
191 483751
194 482104
197 480398
198 480423
211 479917
212 479417
217 479953
235 481915
240 482641
243 480389
255 482863
288 485834
292 486006
297 484451
300 483792
329 484293
348 483246
369 484766
384 484828
415 483965
442 484619
446 484849
460 485104
461 485044
464 484430
466 483176
473 480275
482 478960
511 482208
528 480872
531 484755
532 485316
579 482855
584 484492
585 485139
600 485898
605 486050
610 483558
613 485791
626 488326
627 491375
638 493038
648 493526
727 493489
742 495568
775 498655
828 499317
871 500041
891 497175
963 496983
964 494360
995 494553
997 493983
1072 494216
1095 495713
1173 495763
1191 497391
1257 497057
1387 495491
1428 495970
1441 499575
1559 501766
1560 501913
1607 495940
1623 497140
1637 497410
1686 494581
1733 494324
1748 493818
1763 492640
1767 493148
1808 494339
1816 494164
1861 494164
1883 492807
1945 492787
2010 492179
2047 492896
2062 493318
2105 491337
2115 492655
2188 491451
2194 491275
2234 490691
2274 491623
2275 491623
2293 492633
2328 492464
2338 491947
2350 494927
2716 493946
2727 496224
2825 496928
2849 497192
2937 498167
2959 495923
2992 496620
3095 498252
3146 498252
3291 499103
3332 496508
3352 496078
3357 496701
3406 496701
3420 497788
3694 496506
3697 495012
3725 494820
3742 495308
3776 495308
3974 498141
4030 498549
4037 499172
4155 498672
4316 498376
4516 498119
4544 498320
4571 498409
4604 500084
4759 501366
4814 501610
5076 501610
5288 501077
5352 500138
5420 497953
5448 498516
5601 499192
5746 499918
5807 499918
5849 501396
6088 502791
6211 504135
6266 504135
6889 504722
7008 505383
7029 505383
8255 505383
8382 505383
9065 505383
9553 505383
